Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes,Analysis_Tag,Similarity_Score,Issue_Flag
Carl Bildt,Carl Bildt,Person,[Context] 现代瑞典政治家 (可能出现在参考文献或赞助名单中)。,Context,1.0,
Carl Gustaf Tessin,Carl Gustaf Tessin,Person,[Validation] 瑞典外交官/收藏家。,Validation,1.0,
Carl XII,Charles XII of Sweden,Person,[Disambiguation] 瑞典国王查理十二世。,Disambiguation,0.55,
Carlantonio Pilati,Carlantonio Pilati,Person,[Validation] 启蒙时代法学家/历史学家。,Validation,1.0,
"Carlisle, Earl of",Earl of Carlisle,Person,[Validation] 英国贵族头衔。,Validation,0.48,Low_Similarity; 
Carlo Ademollo,Carlo Ademollo,Person,[Validation] 19世纪画家。,Validation,1.0,
Carlo Antonio Marin,Carlo Antonio Marin,Person,[Validation] 威尼斯历史学家。,Validation,1.0,
Carlo Antonio Rambaldi,Carlo Antonio Rambaldi,Person,[Validation] 博洛尼亚画家。,Validation,1.0,
Carlo Antonio dal Pozzo,Carlo Antonio dal Pozzo,Person,[Validation] 卡西亚诺·达尔·波佐的弟弟/收藏家。,Validation,1.0,
Carlo Baccinelli,Carlo Baccinelli,Person,[Validation] 人物。,Validation,1.0,
Carlo Barberini,Carlo Barberini,Person,[Validation] 枢机主教。,Validation,1.0,
Carlo Bricarelli,Carlo Bricarelli,Person,[Validation] 建筑师/学者。,Validation,1.0,
Carlo Camillo II Massimo,Carlo Camillo II Massimo,Person,[Validation] 贵族。,Validation,1.0,
Carlo Carlone,Carlo Carlone,Person,[Validation] 画家。,Validation,1.0,
Carlo Ceresa,Carlo Ceresa,Person,[Validation] 贝加莫肖像画家。,Validation,1.0,
Carlo Cesare Malvasia,Carlo Cesare Malvasia,Person,[Validation] 博洛尼亚艺术传记作家 (Felsina Pittrice)。,Validation,1.0,
Carlo Cignani,Carlo Cignani,Person,[Validation] 博洛尼亚画家。,Validation,1.0,
Carlo Cordellina,Carlo Cordellina,Person,[Validation] 威尼斯律师/别墅主人 (Villa Cordellina)。,Validation,1.0,
Carlo Denina,Carlo Denina,Person,[Validation] 历史学家。,Validation,1.0,
Carlo Dolci,Carlo Dolci,Person,[Validation] 佛罗伦萨画家。,Validation,1.0,
Carlo Emanuele I,"Charles Emmanuel I, Duke of Savoy",Person,[Disambiguation] 萨伏伊公爵。,Disambiguation,0.57,
Carlo Fontana,Carlo Fontana,Person,[Validation] 罗马建筑师。,Validation,1.0,
Carlo Galassi Paluzzi,Carlo Galassi Paluzzi,Person,[Validation] 罗马研究学者。,Validation,1.0,
Carlo Giuseppe Ratti,Carlo Giuseppe Ratti,Person,[Validation] 热那亚传记作家。,Validation,1.0,
Carlo Goldoni,Carlo Goldoni,Person,[Validation] 剧作家。,Validation,1.0,
Carlo Gozzi,Carlo Gozzi,Person,[Validation] 剧作家。,Validation,1.0,
Carlo Grimaldo,Carlo Grimaldi,Person,"[OCR Fix] ""Grimaldo"" -> ""Grimaldi"" (可能是乐器制造师或外交官)。",OCR Fix,0.93,
Carlo Lodoli,Carlo Lodoli,Person,[Validation] 威尼斯建筑理论家。,Validation,1.0,
Carlo M. Cipolla,Carlo M. Cipolla,Person,[Validation] 经济史学家。,Validation,1.0,
Carlo Maderno,Carlo Maderno,Person,[Validation] 罗马建筑师。,Validation,1.0,
Carlo Maratti,Carlo Maratta,Person,[Standardization] 画家 (也拼作 Maratti)。,Standardization,0.92,
Carlo Quarismini,Carlo Quarismini,Person,[Validation] 威尼斯画家 (较小众)。,Validation,1.0,
Carlo Rainaldi,Carlo Rainaldi,Person,[Validation] 罗马建筑师。,Validation,1.0,
Carlo Rezzonico,Clement XIII (Carlo Rezzonico),Person,[Disambiguation] 教皇克莱门特十三世。,Disambiguation,0.67,
Carlo Ridolfi,Carlo Ridolfi,Person,[Validation] 威尼斯画家/传记作家。,Validation,1.0,
Carlo Roberto Dati,Carlo Roberto Dati,Person,[Validation] 佛罗伦萨学者。,Validation,1.0,
Carlo Saraceni,Carlo Saraceni,Person,[Validation] 罗马画家。,Validation,1.0,
"Carlone, Gianandrea",Giovanni Andrea Carlone,Person,[Disambiguation] 乔瓦尼·安德烈亚·卡尔洛内。,Disambiguation,0.33,
Carlos da Silva Tarouca,Carlos da Silva Tarouca,Person,[Validation] 历史学家/艺术研究者 (20世纪)。,Validation,1.0,
Carmelitani Scalzi,Discalced Carmelites,Group,[Validation] 跣足加尔默罗会。,Validation,0.47,Low_Similarity; 
Carmelites,Carmelites,Group,[Validation] 加尔默罗会。,Validation,1.0,
Carmini,Santa Maria dei Carmini,Place,[Validation] 威尼斯教堂 (Scuola Grande dei Carmini 旁边)。,Validation,0.47,Low_Similarity; 
Carolus Borromeuskerk,St. Charles Borromeo Church (Antwerp),Place,[Disambiguation] 安特卫普教堂。,Disambiguation,0.55,
"Carpegna, Count",Carpegna (Count),Person,[Context] 可能是 Gaspare Carpegna 枢机或家族成员。,Context,0.9,
"Carpio, Marchese Del","Gaspar de Haro, 7th Marquess of Carpio",Person,[Category Fix] 原文误标为 Work。西班牙总督/收藏家。,Category Fix,0.21,Low_Similarity; 
"Carpioni, Giulio",Giulio Carpioni,Person,[Validation] 维琴察画家。,Validation,0.52,Low_Similarity; 
Carpoforo Tencalla,Carpoforo Tencalla,Person,[Validation] 壁画画家。,Validation,1.0,
Carro Della Notte,Carro della Notte,Work,[Validation] 绘画主题 (Guercino等)。,Validation,1.0,
"Cars, Laurence",Laurent Cars,Person,"[OCR Fix] ""Laurence"" -> ""Laurent""。法国版画家。",OCR Fix,0.54,Low_Similarity; 
Carthage,Carthage,Place,[Validation] 地名。,Validation,1.0,
Carthusian Order,Carthusians,Group,[Category Fix] 原文误标为 Place。,Category Fix,0.74,
Casa Soster,Casa Soster,Place,[Validation] 威尼斯建筑。,Validation,1.0,
"Casanova de Seingalt, Jacques",Giacomo Casanova,Person,[Disambiguation] 贾科莫·卡萨诺瓦。,Disambiguation,0.36,
Cascata delle Marmore,Cascata delle Marmore,Place,[Validation] 瀑布。,Validation,1.0,
Cassiano dal Pozzo,Cassiano dal Pozzo,Person,[Validation] 著名学者/赞助人 (Paper Museum)。,Validation,1.0,
Castel Cogolo,Castel Cogolo,Place,[Validation] 城堡。,Validation,1.0,
Castel Fusano,Castel Fusano,Place,[Validation] 罗马附近 Sacchetti 家族别墅。,Validation,1.0,
Castel Gandolfo,Castel Gandolfo,Place,[Validation] 教皇夏宫所在地。,Validation,1.0,
Castello Sfarzesco,Castello Sforzesco,Place,"[OCR Fix] ""Sfarzesco"" -> ""Sforzesco""。米兰城堡。",OCR Fix,0.94,
"Castiglione, Giovanni Benedetto",Giovanni Benedetto Castiglione,Person,[Validation] 画家。,Validation,0.59,Low_Similarity; 
Castle Howard,Castle Howard,Place,[Validation] 英国庄园。,Validation,1.0,
Castle of Cogolo,Castel Cogolo,Place,[Validation] 同 Castel Cogolo。,Validation,0.83,
Castle of Rivoli,Castello di Rivoli,Place,[Validation] 都灵皇宫。,Validation,0.76,
Castro,Castro,Place,[Validation] 拉齐奥古城 (被毁)。,Validation,1.0,
"Castro, First and Second Wars of",Wars of Castro,Event,[Validation] 历史事件。,Validation,0.3,Low_Similarity; 
"Castro, Jacomo di",Giacomo Di Castro,Person,[Disambiguation] 索伦托/那不勒斯画家。,Disambiguation,0.47,
Catalonia,Catalonia,Place,[Validation] 地名。,Validation,1.0,
Caterina Dolfin,Caterina Dolfin,Person,[Validation] 威尼斯贵族/诗人。,Validation,1.0,
Caterina Sagredo Barbarigo,Caterina Sagredo Barbarigo,Person,[Validation] 威尼斯贵族/沙龙女主人。,Validation,1.0,
Cathedral of Rome,Archbasilica of Saint John Lateran,Place,[Disambiguation] 罗马主教座堂是拉特朗圣若望。,Disambiguation,0.27,
Cathedral of the Holy Trinity,Cathedral of the Holy Trinity,Place,[Validation] 教堂。,Validation,1.0,
Catherine Tofts,Catherine Tofts,Person,[Validation] 英国女高音歌手 (居威尼斯)。,Validation,1.0,
Catherine de' Medici,Catherine de' Medici,Person,[Validation] 法国王后。,Validation,1.0,
Catherine the Great of Russia,Catherine the Great,Person,[Validation] 俄国女皇。,Validation,0.79,
Catholic pilgrimage church,Pilgrimage Church,Place,[Validation] 建筑类型。,Validation,0.79,
"Cattaneo, Giovanni de",Giovanni de' Cattanei,Person,[Check Original] 可能是 Giovanni Cattaneo (雕刻家) 或 Giovanni de' Cattanei (建筑师)。,Check Original,0.52,Low_Similarity; 
Cattedrale Chiesa di Parenzo,Euphrasian Basilica (Poreč),Place,[Disambiguation] 波雷奇大教堂。,Disambiguation,0.22,
Cattedrale di Santa Maria Assunta,Cathedral of Santa Maria Assunta,Place,[Validation] 多地大教堂通用名 (如比萨、锡耶纳、帕多瓦)。,Validation,0.89,
"Cavagna, Giampaolo",Gian Paolo Cavagna,Person,[Validation] 贝加莫画家。,Validation,0.39,Low_Similarity; 
Cavaliere dello speron d'oro,Knight of the Golden Spur,Group/Title,[Category Fix] 误标为 Work。爵位。,Category Fix,0.34,Low_Similarity; 
Cavalieri di Santo Stefano,Order of Saint Stephen,Group,[Validation] 圣斯特凡诺骑士团。,Validation,0.54,Low_Similarity; 
"Caylus, Comte de",Anne Claude de Caylus,Person,[Disambiguation] 凯吕斯伯爵。,Disambiguation,0.32,
Cebes,Cebes,Person,[Validation] 古希腊哲学家 (Tabula Cebetis)。,Validation,1.0,
Cecil Gould,Cecil Gould,Person,[Validation] 艺术史学家。,Validation,1.0,
Ceiling Frescoes in Palazzo Altieri,Ceiling Frescoes (Palazzo Altieri),Work,[Validation] 马拉塔/Coli/Gherardi作品。,Validation,0.93,
Ceiling Frescoes in the Quirinal Palace Gallery,Ceiling Frescoes (Quirinal Palace),Work,[Validation] 奎里纳尔宫壁画。,Validation,0.79,
Ceiling Paintings at Hampton Court,Ceiling Paintings (Hampton Court),Work,[Validation] 汉普顿宫壁画 (Verrio等)。,Validation,0.93,
Ceiling fresco in the staircase of the Würzburg Residence,Würzburg Residence Frescoes,Work,[Validation] 提埃坡罗代表作。,Validation,0.43,Low_Similarity; 
Ceiling fresco of the Augustinian Church,Ceiling fresco (Augustinian Church),Work,[Validation] 可能是帕多瓦 Eremitani 或其他。,Validation,0.88,
Ceiling of Palazzo Doria-Pamphili,Ceiling of Palazzo Doria Pamphilj,Work,[Validation] 壁画。,Validation,0.94,
"Celle, Georg Wilhelm Duke of","George William, Duke of Brunswick-Lüneburg",Person,[Disambiguation] 策勒公爵。,Disambiguation,0.54,
Cephalus and Aurora,Cephalus and Aurora,Work,[Validation] 绘画主题。,Validation,1.0,
"Cerato, Abate",Domenico Cerato,Person,[Disambiguation] 帕多瓦建筑师 (Abate Cerato)。,Disambiguation,0.43,
Ceremonies of the Grand Duke,Ceremonies of the Grand Duke,Work/Event,[Validation] 托斯卡纳大公典礼记录/画作。,Validation,1.0,
Ceres,Ceres,Person (Myth),[Validation] 丰收女神。,Validation,1.0,
Cesare Augusto Levi,Cesare Augusto Levi,Person,[Validation] 威尼斯历史学家/收藏家。,Validation,1.0,
Cesare Beccaria,Cesare Beccaria,Person,[Validation] 法学家/哲学家。,Validation,1.0,
Cesare Brandi,Cesare Brandi,Person,[Validation] 艺术修复理论家。,Validation,1.0,
Cesare D'Onofrio,Cesare D'Onofrio,Person,[Validation] 罗马艺术史学家。,Validation,1.0,
Cesare Ripa,Cesare Ripa,Person,[Validation] 图像学家 (Iconologia)。,Validation,1.0,
Cesare d'Este,Cesare d'Este,Person,[Validation] 摩德纳公爵。,Validation,1.0,
"Ceva, Cardinal",Francesco Adriano Ceva,Person,[Disambiguation] 枢机主教。,Disambiguation,0.22,
Chair of Saint Peter,Chair of Saint Peter,Work,[Validation] 贝尼尼作品 (Cathedra Petri)。,Validation,1.0,
"Chandos, Grey Brydges, 5th Lord","Grey Brydges, 5th Baron Chandos",Person,[Validation] 贵族。,Validation,0.65,
"Chandos, James Brydges, 1st Duke of","James Brydges, 1st Duke of Chandos",Person,[Validation] 贵族/赞助人。,Validation,0.75,
"Chantelou, Paul-Fréart de",Paul Fréart de Chantelou,Person,[Reconstruction] 贝尼尼在法国的接待者/日记作者。,Reconstruction,0.37,Low_Similarity; 
Chantilly,Chantilly,Place,[Validation] 地名。,Validation,1.0,
Chapel of St. Ignatius,Chapel of St. Ignatius,Place,[Validation] 罗马耶稣会教堂礼拜堂。,Validation,1.0,
Chapel of St. Lawrence,Chapel of St. Lawrence,Place,[Validation] 礼拜堂。,Validation,1.0,
Chapel of St. Stanislaus Kostka,Chapel of St. Stanislaus Kostka,Place,[Validation] 罗马Sant'Andrea al Quirinale礼拜堂。,Validation,1.0,
Chapel of the Virgin Mary,Chapel of the Virgin Mary,Place,[Validation] 礼拜堂。,Validation,1.0,
Chapel of the passion of Jesus Christ,Chapel of the Passion,Place,[Validation] 礼拜堂 (Santa Maria in Campitelli等)。,Validation,0.72,
"Chardin, Jean Baptiste Siméon",Jean-Baptiste-Siméon Chardin,Person,[Validation] 法国画家。,Validation,0.63,
Charity,Charity,Work,[Validation] 绘画主题 (Caritas)。,Validation,1.0,
Charles Anderson-Pelham,"Charles Anderson-Pelham, 1st Baron Yarborough",Person,[Full Name] 英国贵族/收藏家。,Full Name,0.68,
Charles Bennet,Charles Bennet,Person,"[Validation] 可能是 Charles Bennet, 1st Earl of Tankerville 等。",Validation,1.0,
Charles Burney,Charles Burney,Person,[Validation] 音乐史学家/旅行家。,Validation,1.0,
"Charles Cadogan, 1st Earl Cadogan","Charles Cadogan, 2nd Baron Cadogan",Person,"[Correction] 1st Earl Cadogan 是 William。Charles 是 2nd Baron, 后来没成 Earl? 需核实。实际上 William Cadogan 是 1st Earl。Charles Cadogan (brother) 继承了 Barony。后代 Charles Sloane Cadogan 成为 1st Earl (new creation)。此处可能是指 Charles Sloane Cadogan 或单纯混淆。保留原名并加注或修正为 Charles Sloane Cadogan? 可能是指 Charles Cadogan (2nd Baron)。",Correction,0.84,
Charles Cocks,"Charles Cocks, 1st Baron Somers",Person,[Disambiguation] 英国政治家。,Disambiguation,0.59,
Charles Colbert,"Charles Colbert, marquis de Croissy",Person,[Disambiguation] 法国外交官 (Colbert弟弟)。,Disambiguation,0.6,
Charles Emmanuel II,"Charles Emmanuel II, Duke of Savoy",Person,[Validation] 萨伏伊公爵。,Validation,0.72,
Charles Errard,Charles Errard,Person,[Validation] 法国画家/法兰西学院院长。,Validation,1.0,
Charles Fox,Charles Fox,Person,[Category Fix] 原文误标为 Work。英国政治家。,Category Fix,1.0,
Charles Fran ois de Saint Saulieu,Charles-François de Saint-Saulieu,Person,"[OCR Fix] ""Fran ois"" -> ""François""。",OCR Fix,0.91,
Charles Henry Collins Baker,C. H. Collins Baker,Person,[Validation] 艺术史学家。,Validation,0.74,
"Charles Howard, 1st Earl of Carlisle","Charles Howard, 1st Earl of Carlisle",Person,[Validation] 贵族。,Validation,1.0,
Charles I,Charles I of England,Person,[Category Fix] 原文误标为 Work。,Category Fix,0.62,
Charles I of England,Charles I of England,Person,[Validation] 英国国王。,Validation,1.0,
Charles II,Charles II of England,Person,[Disambiguation] 查理二世 (需结合语境，通常指英国)。,Disambiguation,0.65,
Charles II of England,Charles II of England,Person,[Validation] 英国国王。,Validation,1.0,
Charles II of Spain,Charles II of Spain,Person,[Category Fix] 原文误标为 Place。西班牙国王。,Category Fix,1.0,
"Charles III, Duke of Lorraine","Charles III, Duke of Lorraine",Person,[Validation] 洛林公爵。,Validation,1.0,
Charles James Fox,Charles James Fox,Person,[Validation] 英国政治家。,Validation,1.0,
Charles Le Brun,Charles Le Brun,Person,[Validation] 法国画家。,Validation,1.0,
Charles Lennox,"Charles Lennox, 1st Duke of Richmond",Person,[Disambiguation] 伦诺克斯 (通常指 Richmond 公爵)。,Disambiguation,0.56,
Charles Mitchell,Charles Mitchell,Person,[Validation] 艺术史学家。,Validation,1.0,
"Charles Montagu, 1st Duke of Manchester","Charles Montagu, 1st Duke of Manchester",Person,[Validation] 英国外交官/贵族。,Validation,1.0,
"Charles Montagu, 1st Earl of Halifax","Charles Montagu, 1st Earl of Halifax",Person,[Validation] 英国政治家/诗人。,Validation,1.0,
Charles Mordaunt,"Charles Mordaunt, 3rd Earl of Peterborough",Person,[Disambiguation] 英国将领/贵族。,Disambiguation,0.55,
Charles Nisard,Charles Nisard,Person,[Validation] 法国文学史家。,Validation,1.0,
Charles Robert Leslie,Charles Robert Leslie,Person,[Validation] 画家/作家。,Validation,1.0,
Charles Sackville,"Charles Sackville, 6th Earl of Dorset",Person,[Disambiguation] 英国诗人/赞助人。,Disambiguation,0.63,
Charles Sterling,Charles Sterling,Person,[Validation] 艺术史学家。,Validation,1.0,
Charles Stuart,Charles I of England / Charles II?,Person,[Ambiguity] 可能是查理一世或二世，或 Prince Charles Edward Stuart。待定。,Ambiguity,0.42,Low_Similarity; 
Charles V,"Charles V, Holy Roman Emperor",Person,[Disambiguation] 查理五世。,Disambiguation,0.47,
"Charles V, Holy Roman Emperor","Charles V, Holy Roman Emperor",Person,[Validation] 神圣罗马帝国皇帝。,Validation,1.0,
Charles Watson-Wentworth,"Charles Watson-Wentworth, 2nd Marquess of Rockingham",Person,[Validation] 英国首相。,Validation,0.63,
Charles XII of Sweden,Charles XII of Sweden,Person,[Validation] 瑞典国王。,Validation,1.0,
Charles de Brosses,Charles de Brosses,Person,[Validation] 法国作家。,Validation,1.0,
Charles de La Fosse,Charles de La Fosse,Person,[Validation] 法国画家。,Validation,1.0,
Charles de Noyelle,Charles de Noyelle,Person,[Validation] 耶稣会总会长。,Validation,1.0,
Charles-Fran?ois Poerson,Charles-François Poerson,Person,"[OCR Fix] ""?"" -> ""ç""。法国画家。",OCR Fix,0.96,
Charles-Irénée Castel de Saint-Pierre,Charles-Irénée Castel de Saint-Pierre,Person,[Validation] 法国作家 (Abbé de Saint-Pierre)。,Validation,1.0,
Charles-Nicolas Cochin,Charles-Nicolas Cochin,Person,[Validation] 法国版画家/艺术评论家。,Validation,1.0,
Charlottenburg Palace,Charlottenburg Palace,Place,[Validation] 柏林宫殿。,Validation,1.0,
Chateau de Chantilly,Château de Chantilly,Place,[Validation] 法国城堡。,Validation,0.95,
Chatsworth House,Chatsworth House,Place,[Validation] 英国庄园。,Validation,1.0,
"Chi soffre, speri","Chi soffre, speri",Work,[Category Fix] 原文误标为 Person。巴洛克歌剧 (Mazzocchi/Marazzoli)。,Category Fix,1.0,
"Chiari, Giuseppe and Tommaso",Giuseppe Chiari / Tommaso Chiari,Person,[Split Required] 兄弟/父子画家。Giuseppe Chiari 是主要人物。,Split Required,0.6,
"Chiarini, Marcantonio",Marcantonio Chiarini,Person,[Reconstruction] 博洛尼亚画家 (Quadraturista)。,Reconstruction,0.54,Low_Similarity; 
Chiavari,Chiavari,Place,[Validation] 热那亚附近城镇。,Validation,1.0,
Chiesa de' Servi,Chiesa di Santa Maria dei Servi (Bologna/Venice),Place,[Validation] 教堂。,Validation,0.47,Low_Similarity; 
Chiesa dei Santi Cosma e Damiano,Santi Cosma e Damiano,Place,[Validation] 罗马教堂。,Validation,0.79,
"Chigi, Agostino 'il Magnifico'",Agostino Chigi,Person,[Reconstruction] 文艺复兴银行家。,Reconstruction,0.55,Low_Similarity; 
"Chigi, Agostino (nephew to Alexander VII)",Agostino Chigi (Prince of Farnese),Person,[Reconstruction] 亲王。,Reconstruction,0.37,Low_Similarity; 
"Chigi, Cardinal Flavio (nephew to Pope Alexander VII)",Flavio Chigi (1631-1693),Person,[Reconstruction] 枢机主教。,Reconstruction,0.23,Low_Similarity; 
